15706941,Tools & Equipment,Herramientas y Equipamiento
2204830011,Automotive Enthusiast Merchandise,Mercancía de Entusiastas Automotrices
15682003011,Heavy Duty & Commercial Vehicle Equipment,Equipos para Vehículos Pesados ​​y Comerciales
239225011,Activity & Entertainment,Actividad y Entretenimiento
7147444011,Apparel & Accessories,Ropa y Accesorios
196601011,Baby & Toddler Toys,Juguetes para Bebés y Niños
17720255011,Baby Care,Cuidado del Bebé
405369011,Baby Stationery,Papelería de Bebé
166835011,Car Seats & Accessories,Asientos de Coche y Accesorios
166764011,Diapering,Pañales
166777011,Feeding,Alimentación
239226011,Gifts,Regalos
695338011,Nursery,Guardería
166887011,Potty Training,Entrenamiento para ir al baño
166804011,Pregnancy & Maternity,Embarazo y Maternidad
166863011,Safety,Seguridad
8446318011,Strollers & Accessories,Coches y Accesorios
17726796011,Travel Gear,Artículos de Viaje
11058281,Makeup,Maquillaje
11060451,Skin Care,Cuidado de la Piel
11057241,Hair Care,Cuidado del Cabello
11056591,Fragrance,Fragancia
17242866011,Foot; Hand & Nail Care,Cuidado de Manos Uñas y Pies
11062741,Tools & Accessories,Utensilios y Accesorios
3778591,Shave & Hair Removal,Rasurado y Depilación
3777891,Personal Care,Cuidado Personal
10079992011,Oral Care,Cuidado Bucal
1,Arts & Photography,Arte y Fotografía
2,Biographies & Memoirs,Biografías y Memorias
3,Business & Money,Negocios y Dinero
3248857011,Calendars,Calendarios
4,Children's Books,Libro para Niños
12290,Christian Books & Bibles,Libros Cristianos y Biblias
4366,Comics & Graphic Novels,Cómics y Novelas Gráficas
5,Computers & Technology,Computadoras y Tecnología
6,Cookbooks; Food & Wine,Recetas Comida y Vino
48,Crafts; Hobbies & Home,Artesanía; Pasatiempos y Hogar
8975347011,Education & Teaching,Educación y Enseñanza
173507,Engineering & Transportation,Ingeniería y Transporte
10,Health; Fitness & Dieting,Salud; Fitness y Dieta
9,History,Historia
86,Humor & Entertainment,Humor y Entretenimiento
10777,Law,Ley
301889,Lesbian; Gay; Bisexual & Transgender Books,LGTB
17,Literature & Fiction,Literatura y Ficción
173514,Medical Books,Libros Médicos
18,Mystery; Thriller & Suspense,Misterio y Suspenso
20,Parenting & Relationships,Crianza y Relaciones
3377866011,Politics & Social Sciences,Política y Ciencias Sociales
21,Reference,Referencias
22,Religion & Spirituality,Religión y Espiritualidad
23,Romance,Romance
75,Science & Math,Ciencia y Matemáticas
25,Science Fiction & Fantasy,Ciencia Ficción y Fantasía
4736,Self-Help,Autoayuda
26,Sports & Outdoors,Deportes y Aire Libre
28,Teen & Young Adult,Adolescente y Jóvenes
5267710011,Test Preparation,Preparación para Pruebas
27,Travel,Viaje
30,Alternative Rock,Rock Alternativo
31,Blues,Blues
265640,Broadway & Vocalists,Broadway y Cantantes
173425,Children's Music,Música para Niños
173429,Christian,Música Cristiana
67204,Classic Rock,Rock Clásico
85,Classical,Música Clásica
63936,Comedy & Spoken Word,Comedia y Palabra Hablada
16,Country,Country
7,Dance & Electronic,Dance y Electrónica
32,Folk,Folk
2231705011,Gospel,Gospel
292572,Holiday & Wedding,Festividades y Bodas
34,Jazz,Jazz
63945,Karaoke,Karaoke
289122,Latin Music,Música Latina
67207,Metal,Metal
36,New Age,New Age
84,Opera & Classical Vocal,Ópera y Voz Clásica
37,Pop,Pop
39,R&B,R & B
38,Rap & Hip-Hop,Rap y Hip-Hop
63885,Reggae,Reggae
40,Rock,Rock
42,Soundtracks,Bandas Sonoras
35,Special Interest,Intereses Especiales
33,World Music,Música del Mundo
2407755011,Accessories,Accesorios
2407760011,Cases; Holsters & Sleeves,Fundas
7072561011,Cell Phones,Celulares
7147440011,Women,Mujer
7147441011,Men,Hombres
7147442011,Girls,Niñas
7147443011,Boys,Niños
7147444011,Baby,Bebés
7147445011,Novelty & More,Novedades y Más
9479199011,Luggage & Travel Gear,Equipaje y Equipo de viaje
7586144011,Uniforms; Work & Safety,Uniformes; Trabajo y Seguridad
7586165011,Costumes & Accessories,Disfraces y Accesorios
7586146011,Shoe; Jewelry & Watch Accessories,Zapato; Accesorios para Zapatos y Relojes
7586166011,Traditional & Cultural Wear,Ropa Tradicional y Cultural
7628012011,Baby Girls,Baby Girls
7628013011,Baby Boys,Niños Bebes
1040666,Clothing,Ropa
679182011,Shoes,Zapatos
6358551011,Watches,Relojes
2474939011,Accessories,Accesorios
3880611,Jewelry,Joyería
7581671011,Shops,Tiendas
1040664,Clothing,Ropa
679217011,Shoes,Zapatos
3880961,Jewelry,Joyería
6358547011,Watches,Relojes
2474938011,Accessories,Accesorios
7581670011,Shops,Tiendas
6127770011,Athletic,Atlético
679307011,Boots,Botas
679312011,Fashion Sneakers,Zapatillas de moda
679313011,Loafers & Slip-Ons,Mocasines y Slip-Ons
3420996011,Mules & Clogs,Mulas y zuecos
6127766011,Outdoor,Al aire libre
679319011,Oxfords,Oxfords
679320011,Sandals,Sandalias
679324011,Slippers,Zapatillas
679334011,Work & Safety,Seguridad del trabajo
6127771011,Athletic,Atlético
679380011,Boots,Botas
679394011,Fashion Sneakers,Zapatillas de moda
679399011,Flats,Pisos
679404011,Loafers & Slip-Ons,Mocasines y Slip-Ons
679410011,Mules & Clogs,Mulas y zuecos
6127767011,Outdoor,Al aire libre
679415011,Oxfords,Oxfords
679416011,Pumps,Zapatillas
679425011,Sandals,Sandalias
679433011,Slippers,Zapatillas
679442011,Work & Safety,Seguridad del trabajo
7301170011,Advertising,Publicidad
9003130011,Collectible Coins,Monedas Coleccionables
5088769011,Entertainment,Entretenimiento
6685269011,Fine Art,Arte Fino
5525092011,Historical & Political,Histórico y Político
3250697011,Sports,Deportes
172456,Computer Accessories & Peripherals,Accesorios de Computadora y Periféricos
193870011,Computer Components,Componentes
13896617011,Computers & Tablets,Computadoras y Tablets
1292110011,Data Storage,Almacenamiento de Datos
3012292011,External Components,Componentes Externos
3011391011,Laptop Accessories,Accesorios para Laptop
1292115011,Monitors,Monitores
172504,Networking Products,Productos de Red
172635,Printers,Impresoras
172584,Scanners,Escáneres
11036071,Servers,Servidores
2348628011,Tablet Accessories,Accesorios para TabletS
15524379011,Tablet Replacement Parts,Piezas de Respuesto de Tablets
16285851,Warranties & Services,Garantías y Servicios
624869011,Alternative Rock,Rock alternativo
624881011,Blues,Blues
624894011,Broadway & Vocalists,Broadway y Vocalists
624899011,Children's Music,Música para niños
624905011,Christian,cristiano
624916011,Classic Rock,Rock clasico
624926011,Classical,Clásico
624976011,Country,País
624988011,Dance & Electronic,Danza y electrónica
625003011,Folk,Gente
6127486011,Gospel,Evangelio
625011011,Hard Rock & Metal,Hard Rock y Metal
625065011,Holiday,Fiesta
625021011,International,Internacional
625036011,Jazz,Jazz
625054011,Latin Music,Música latina
625061011,Miscellaneous,Diverso
625070011,New Age,Nueva era
625075011,Opera & Vocal,Ópera y voz
625092011,Pop,Popular
625105011,R&B,R & B
625117011,Rap & Hip-Hop,Rap y Hip-Hop
625129011,Rock,Rock
625144011,Soundtracks,Bandas sonoras
281407,Accessories & Supplies,Accesorios y Suministros
502394,Camera & Photo,Cámara y Fotografía
3248684011,Car & Vehicle Electronics,Electrónica para Automóviles y Vehículos
2811119011,Cell Phones & Accessories,Teléfonos Celulares y Accesorios
541966,Computers & Accessories,Computadoras y Accesorios
2242348011,Electronics Warranties,Garantías Electrónicas
172526,GPS & Navigation,Navegacion GPS
172541,Headphones,Auriculares
667846011,Home Audio,Audio Casero
172574,Office Electronics,Electrónica de Oficina
172623,Portable Audio & Video,Audio y Video Portátil
524136,Security & Surveillance,Seguridad y Vigilancia
16285901,Service Plans,Planes de Servicio
1266092011,Television & Video,Televisión y Video
7926841011,Video Game Consoles & Accessories,Consolas de Video Juegos y Accesorios
300334,Video Projectors,Proyectores de video
10048700011,Wearable Technology,Tecnología Usable
2642125011,eBook Readers & Accessories,Lectores de Libros Electrónicos y Accesorios
2864196011,Gift Cards,Tarjetas de regalo
2864197011,Gift Card Accessories,Accesorios de tarjetas de regalo
2983371011,Alcoholic Beverages,Bebidas alcohólicas
16323111,Baby Foods,Alimentos para bebés
16310231,Beverages,Bebidas
16318751,Breads & Bakery,Panes y panadería
16310251,Breakfast Foods,Alimentos para el desayuno
16322461,Candy & Chocolate,Dulces y Chocolate
6464939011,Canned; Jarred & Packaged Foods,Enlatado; Alimentos empacados y envasadas
16320321,Condiments & Salad Dressings,Condimentos y aderezos para ensaladas
16310221,Cooking & Baking,Cocinar y hornear
371460011,Dairy; Cheese & Eggs,Lechería; Queso y huevos
10778627011,Deli,fiambres
16321991,Dried Beans; Grains & Rice,Frijoles secos; Granos y arroz
2255571011,Food & Beverage Gifts,Regalos de comida y bebida
3745171,Fresh Flowers & Live Indoor Plants,Flores frescas y plantas de interior vivo
15709227011,Fresh Meal Kits,Kits de comida fresca
6459122011,Frozen,Congelado
16310281,Herbs; Spices & Seasonings,Hierbas; Especias y condimentos
16320071,Jams; Jellies & Sweet Spreads,Enjambres; Jaleas y pastas dulces
371469011,Meat & Seafood,Carne y mariscos
6518859011,Meat Substitutes,Sustitutos de la carne
16319771,Olives; Pickles & Relishes,Aceitunas; Encurtidos y condimentos
6502933011,Pasta & Noodles,Pasta y fideos
10755958011,Prepared Foods,Alimentos preparados
6506977011,Produce,Produce
6502765011,Sauces; Gravies & Marinades,Salsas; Gravies y adobos
16322721,Snack Foods,Meriendas
16319621,Soups; Stocks & Broths,Sopas; Stocks y caldos
10787321,Baby & Child Care,Cuidado de Bebés y Niños
3760941,Health Care,Cuidado de la Salud
15342811,Household Supplies,Artículos de Uso Doméstico
3775161,Medical Supplies & Equipment,Suministros Médicos y Equipo
10079992011,Oral Care,Cuidado Bucal
3777891,Personal Care,Cuidado Personal
3777371,Sexual Wellness,Bienestar Sexual
6973663011,Sports Nutrition,Nutrición Deportiva
10079994011,Vision Care,Cuidado de la Visión
3764441,Vitamins & Dietary Supplements,Vitaminas y Suplementos Dietéticos
10079996011,Wellness & Relaxation,Bienestar y Relajación
3206325011,Kids' Home Store,Tienda de artículos para niños
284507,Kitchen & Dining,Cocina y comedor
1063252,Bedding,Lecho
1063236,Bath,Bañera
1063306,Furniture,Mueble
1063278,Home Décor,Decoración del hogar
3736081,Wall Art,Mural
16510975011,Lighting & Ceiling Fans,Iluminación y ventiladores de techo
13679381,Seasonal Décor,Decoración de temporada
901590,Event & Party Supplies,Suministros para fiestas y eventos
3206324011,Heating; Cooling & Air Quality,Calefacción; Refrigeración y calidad del aire
510240,Irons & Steamers,Planchas y Steamers
510106,Vacuums & Floor Care,Aspiradoras y cuidado de pisos
3610841,Storage & Organization,Almacenamiento y organización
10802561,Cleaning Supplies,Limpiando suministros
256167011,Abrasive & Finishing Products,Productos abrasivos y de acabado
6066126011,Additive Manufacturing Products,Productos de fabricación aditiva
10773802011,Commercial Door Products,Productos para puertas comerciales
383598011,Cutting Tools,Herramientas de corte
383599011,Fasteners,Sujetadores
3061625011,Filtration,Filtración
6054382011,Food Service Equipment & Supplies,Equipo y suministros de servicio de alimentos
3021479011,Hydraulics; Pneumatics & Plumbing,Hidráulica; Neumática y fontanería
306506011,Industrial Electrical,Electricidad industrial
16412251,Industrial Hardware,Hardware industrial
3021459011,Industrial Power & Hand Tools,Poder industrial y herramientas de mano
317971011,Janitorial & Sanitation Supplies,Suministros de limpieza y saneamiento
317970011,Lab & Scientific Products,Laboratorio y productos científicos
256346011,Material Handling Products,Productos de manipulación de materiales
318135011,Occupational Health & Safety Products,Productos de salud y seguridad ocupacional
8553197011,Packaging & Shipping Supplies,Embalaje y envío
16310181,Power Transmission Products,Productos de transmisión de potencia
8297371011,Professional Dental Supplies,Suministros dentales profesionales
8297370011,Professional Medical Supplies,Suministros médicos profesionales
16310191,Raw Materials,Materias primas
8615538011,Retail Store Fixtures & Equipment,Accesorios y equipos para tiendas minoristas
8498884011,Robotics,Robótica
393459011,Science Education,Enseñanza de las ciencias
256225011,Tapes; Adhesives & Sealants,Cintas; Adhesivos y selladores
256409011,Test; Measure & Inspect,Prueba; Mida e inspeccione
2240131011,Kindle Active Content,Contenido activo de Kindle
241647011,Kindle Blogs,Blog Kindle
241646011,Kindle Newsstand,Kiosco de Kindle
165389011,Kindle Newspapers,Periódicos Kindle
8584457011,Kindle Short Reads,Kindle Short Reads
2486013011,Kindle Singles,Kindle Singles
6118587011,Kindle Worlds,Mundos de Kindle
154606011,Kindle eBooks,EBooks de Kindle
360832011,Backpacks,Mochilas
2204831011,Briefcases,Maletines
15743181,Gym Bags,Bolsas de gimnasio
9971584011,Laptop Bags,Bolsas para laptop
15743251,Luggage,Equipaje
15743231,Messenger Bags,Bolsas de mensajero
15743971,Travel Accessories,Accesorios de viaje
15743211,Travel Duffels,Duffels de viaje
15743241,Travel Totes,Travel Totes
15744111,Umbrellas,Paraguas
2477385011,Waist Packs,Paquetes de cintura
602314,Arts; Music & Photography,Letras; Música y fotografía
602316,Automotive & Motorcycles,Automoción y motocicletas
602320,Business & Investing,Negocios e Inversiones
16542979011,Children & Teen,Niños y adolescentes
602334,Cooking; Food & Wine,Cocina; Comida y vino
769100,Crafts & Hobbies,Artesanías y pasatiempos
602328,Entertainment & Pop Culture,Entretenimiento y Cultura Pop
602332,Fashion & Style,Estilo de moda
602340,Health; Fitness & Wellness,Salud; Fitness y Bienestar
602344,Home & Garden,Hogar & Jardín
602348,Lifestyle & Cultures,Estilo de vida y culturas
254618011,Literary; Sci-Fi & Mystery,Literario; Ciencia ficción y misterio
602352,Men's Interest,Interés de los hombres
602358,News & Political Commentary,Noticias y comentarios políticos
16416041,Newsletters,Boletines informativos
1040160,Newspapers,Periódicos
602330,Parenting & Families,Crianza de los hijos y familias
602360,Pets & Animals,Animales de compañía
16542982011,Professional & Educational Journals,Revistas profesionales y educativas
602362,Religion & Spirituality,Religión y Espiritualidad
602364,Science; History & Nature,Ciencia; Historia y naturaleza
1040158,Spanish-Language,Lengua española
253359011,Sports; Recreation & Outdoors,Deportes; Recreación y aire libre
1116266,Technology,Tecnología
602370,Travel; City & Regional,Viajar; Ciudad y Regional
602372,Women's Interest,Interés de las mujeres
2649512011,Movies,Películas
2649513011,TV,televisión
11971241,Guitars,Guitarras
11971311,Bass Guitars,Guitarras bajas
14733114011,Ukuleles; Mandolins & Banjos,Ukuleles; Mandolinas y banjos
8882494011,Amplifiers & Effects,Amplificadores y efectos
11970241,Drums & Percussion,Batería y percusión
11969981,Keyboards & MIDI,Teclados y MIDI
11974521,Microphones & Accessories,Micrófonos y accesorios
405758011,Band & Orchestra,Banda y orquesta
11971681,Brass Instruments,Instrumentos de latón
8882493011,Stringed Instruments,Instrumentos de cuerda
8882497011,Wind & Woodwind Instruments,Instrumentos de viento y madera
11965871,Instrument Accessories,Accesorios para instrumentos
405757011,Live Sound & Stage,Sonido en vivo y escenario
11973111,Studio Recording Equipment,Equipo de grabación de estudio
11973881,Electronic Music; DJ & Karaoke,Música electrónica; DJ y Karaoke
1069242,Office & School Supplies,Oficina y útiles escolares
172574,Office Electronics,Electrónica de oficina
1069102,Office Furniture & Lighting,Muebles de oficina e iluminación
3610851,Gardening & Lawn Care,Jardinería y cuidado del césped
553788,Outdoor Décor,Decoración al aire libre
553824,Patio Furniture & Accessories,Muebles y accesorios para patio
553760,Grills & Outdoor Cooking,Parrillas y cocina al aire libre
495236,Outdoor Lighting,Iluminación exterior
551242,Outdoor Power Tools,Herramientas eléctricas para exteriores
1272941011,Pools; Hot Tubs & Supplies,Quinielas; Tinas calientes y suministros
552808,Generators & Portable Power,Generadores y energía portátil
553844,Pest Control,Control de plagas
3043471,Snow Removal,Remoción de nieve
13638732011,Outdoor Heating & Cooling,Calefacción y refrigeración al aire libre
13400641,Outdoor Storage,Almacenamiento al aire libre
4619352011,Farm & Ranch,Granja y rancho
2975312011,Dogs,Perros
2975241011,Cats,Gatos
2975446011,Fish & Aquatic Pets,Peces y mascotas acuáticas
2975221011,Birds,Aves
2975481011,Horses,Caballos
2975504011,Reptiles & Amphibians,Reptiles y anfibios
2975520011,Small Animals,Animales pequeños
5418241011,Adobe Elements,Adobe Elements
5266204011,Adobe CS6 Store,Tienda Adobe CS6
5019299011,Adobe Downloads,Descargas de Adobe
2921612011,Kaspersky,Kaspersky
2887513011,Magix,Magix
379068011,Amazon.com: Sony Creative,Amazon.com: Sony Creative
356543011,Avanquest,Avanquest
506912,Blizzard Entertainment,Blizzard Entertainment
382722011,Dragon & ScanSoft by Nuance,Dragon & ScanSoft de Nuance
667948011,Encore Software,Encore Software
516462,H&R Block,H & R Block
506914,Hoyle,Hoyle
409494,Knowledge Adventure,Aventura de conocimiento
3781181,Macromedia,Macromedia
3116911,McAfee,McAfee
354789011,Rosetta Stone,Rosetta Stone
698885011,Rosetta Stone Software,Software Rosetta Stone
655850,Roxio's Burn Central,Roxio's Burn Central
409496,Scholastic,Escolar
506916,Sierra,Sierra
409508,Sierra Home,Sierra Home
409498,Simon & Schuster,Simon y Schuster
409500,Syracuse Language Systems,Syracuse Language Systems
169422011,Topics Entertainment,Temas Entretenimiento
497498,Windows Millennium,Windows Millennium
706814011,Outdoor Recreation,Recreación al aire libre
10971181011,Sports & Fitness,Deportes y Fitness
3386071,Fan Shop,Fan Shop
13397451,Appliances,Accesorios
551240,Building Supplies,Materiales de construcción
495266,Electrical,Eléctrico
511228,Hardware,Hardware
3754161,Kitchen & Bath Fixtures,Accesorios de cocina y baño
322525011,Light Bulbs,Bombillas
495224,Lighting & Ceiling Fans,Iluminación y ventiladores de techo
553244,Measuring & Layout Tools,Herramientas de medición y diseño
228899,Painting Supplies & Wall Treatments,Suministros de pintura y tratamiento de paredes
328182011,Power & Hand Tools,Herramientas eléctricas y manuales
13749581,Rough Plumbing,Fontanería áspera
3180231,Safety & Security,Seguridad Seguridad
13400631,Storage & Home Organization,Almacenamiento y organización del hogar
8106310011,Welding & Soldering,Soldadura y Soldadura
165993011,Action Figures & Statues,Figuras y estatuas de acción
166057011,Arts & Crafts,Arte y Artesanía
196601011,Baby & Toddler Toys,Juguetes para bebés y niños pequeños
166092011,Building Toys,Juguetes de construcción
166118011,Dolls & Accessories,Muñecas y accesorios
166316011,Dress Up & Pretend Play,Viste y finge el juego
166164011,Kids' Electronics,Electrónica para niños
166220011,Games,Juegos
3226142011,Grown-Up Toys,Juguetes maduros
276729011,Hobbies,Aficiones
166210011,Kids' Furniture; Décor & Storage,Muebles para niños; Decoración y almacenamiento
166269011,Learning & Education,Aprendizaje y educación
166027011,Novelty & Gag Toys,Juguetes de novedad y mordaza
1266203011,Party Supplies,Suministros para la fiesta
166333011,Puppets,Marionetas
166359011,Puzzles,Rompecabezas
166420011,Sports & Outdoor Play,Deportes y juegos al aire libre
166461011,Stuffed Animals & Plush Toys,Peluches y peluches
166508011,Toy Remote Control & Play Vehicles,Juguete de control remoto y vehículos de juego
256994011,Tricycles; Scooters & Wagons,Triciclos; Scooters y vagones
8794716011,Video Games,Videojuegos
6427814011,PlayStation 4,Playstation 4
14210751,PlayStation 3,Playstation 3
6469269011,Xbox One,Xbox One
14220161,Xbox 360,Xbox 360
16227128011,Nintendo Switch,Nintendo Switch
3075112011,Wii U,Wii U
14218901,Wii,Wii
229575,PC,ordenador personal
229647,Mac,Mac
2622269011,Nintendo 3DS & 2DS,Nintendo 3DS y 2DS
11075831,Nintendo DS,Nintendo DS
3010556011,PlayStation Vita,PlayStation Vita
11075221,Sony PSP,Sony PSP
294940,Retro Gaming & Microconsoles,Juegos retro y microconsolas
471304,Accessories,Accesorios
979455011,Digital Games,Juegos digitales
8400376011,Kids & Family,Niños y familia
6503741011,Dessert,Postre
8521879011,Fruit,Fruta
8521880011,Mead,Aguamiel
6503737011,Red,rojo
6503739011,Rosé,Rosa
15158360011,Sake & Rice Spirits,Sake & Rice Spirits
6503740011,Sparkling,Espumoso
6503738011,White,Blanco
